grade,size,rafter_spacing,roof_type,roof_load_width,stud_spacing,span_type,max_span
MGP15,70x35,450,sheet,3000,450,single,3000
MGP15,70x35,450,sheet,2500,450,single,3000
MGP15,70x35,450,sheet,2000,450,single,3000
MGP15,70x35,450,sheet,1500,450,single,3000
MGP15,70x35,450,sheet,1000,450,single,3000
MGP15,70x35,450,sheet,500,450,single,3000
MGP15,70x35,450,sheet,0,450,single,3000
MGP15,70x45,450,sheet,7500,450,single,3600
MGP15,70x45,450,sheet,7000,450,single,3600
MGP15,70x45,450,sheet,6500,450,single,3600
MGP15,70x45,450,sheet,6000,450,single,3600
MGP15,70x45,450,sheet,5500,450,single,3600
MGP15,70x45,450,sheet,5000,450,single,3600
MGP15,70x45,450,sheet,4500,450,single,3600
MGP15,70x45,450,sheet,4000,450,single,3600
MGP15,70x45,450,sheet,3500,450,single,3600
MGP15,70x45,450,sheet,3000,450,single,3600
MGP15,70x45,450,sheet,2500,450,single,3600
MGP15,70x45,450,sheet,2000,450,single,3600
MGP15,70x45,450,sheet,1500,450,single,3600
MGP15,70x45,450,sheet,1000,450,single,3600
MGP15,70x45,450,sheet,500,450,single,3600
MGP15,70x45,450,sheet,0,450,single,3600
MGP15,2/70x35,450,sheet,7500,450,single,3600
MGP15,2/70x35,450,sheet,7000,450,single,3600
MGP15,2/70x35,450,sheet,6500,450,single,3600
MGP15,2/70x35,450,sheet,6000,450,single,3600
MGP15,2/70x35,450,sheet,5500,450,single,3600
MGP15,2/70x35,450,sheet,5000,450,single,3600
MGP15,2/70x35,450,sheet,4500,450,single,3600
MGP15,2/70x35,450,sheet,4000,450,single,3600
MGP15,2/70x35,450,sheet,3500,450,single,3600
MGP15,2/70x35,450,sheet,3000,450,single,3600
MGP15,2/70x35,450,sheet,2500,450,single,3600
MGP15,2/70x35,450,sheet,2000,450,single,3600
MGP15,2/70x35,450,sheet,1500,450,single,3600
MGP15,2/70x35,450,sheet,1000,450,single,3600
MGP15,2/70x35,450,sheet,500,450,single,3600
MGP15,2/70x35,450,sheet,0,450,single,3600
MGP15,2/70x45,450,sheet,7500,450,single,4200
MGP15,2/70x45,450,sheet,7000,450,single,4200
MGP15,2/70x45,450,sheet,6500,450,single,4200
MGP15,2/70x45,450,sheet,6000,450,single,4200
MGP15,2/70x45,450,sheet,5500,450,single,4200
MGP15,2/70x45,450,sheet,5000,450,single,4200
MGP15,2/70x45,450,sheet,4500,450,single,4200
MGP15,2/70x45,450,sheet,4000,450,single,4200
MGP15,2/70x45,450,sheet,3500,450,single,4200
MGP15,2/70x45,450,sheet,3000,450,single,4200
MGP15,2/70x45,450,sheet,2500,450,single,4200
MGP15,2/70x45,450,sheet,2000,450,single,4200
MGP15,2/70x45,450,sheet,1500,450,single,4200
MGP15,2/70x45,450,sheet,1000,450,single,4200
MGP15,2/70x45,450,sheet,500,450,single,4200
MGP15,2/70x45,450,sheet,0,450,single,4200
MGP15,90x35,450,sheet,7500,450,single,3600
MGP15,90x35,450,sheet,7000,450,single,3600
MGP15,90x35,450,sheet,6500,450,single,3600
MGP15,90x35,450,sheet,6000,450,single,3600
MGP15,90x35,450,sheet,5500,450,single,3600
MGP15,90x35,450,sheet,5000,450,single,3600
MGP15,90x35,450,sheet,4500,450,single,3600
MGP15,90x35,450,sheet,4000,450,single,3600
MGP15,90x35,450,sheet,3500,450,single,3600
MGP15,90x35,450,sheet,3000,450,single,3600
MGP15,90x35,450,sheet,2500,450,single,3600
MGP15,90x35,450,sheet,2000,450,single,3600
MGP15,90x35,450,sheet,1500,450,single,3600
MGP15,90x35,450,sheet,1000,450,single,3600
MGP15,90x35,450,sheet,500,450,single,3600
MGP15,90x35,450,sheet,0,450,single,3600
MGP15,90x45,450,sheet,7500,450,single,4200
MGP15,90x45,450,sheet,7000,450,single,4200
MGP15,90x45,450,sheet,6500,450,single,4200
MGP15,90x45,450,sheet,6000,450,single,4200
MGP15,90x45,450,sheet,5500,450,single,4200
MGP15,90x45,450,sheet,5000,450,single,4200
MGP15,90x45,450,sheet,4500,450,single,4200
MGP15,90x45,450,sheet,4000,450,single,4200
MGP15,90x45,450,sheet,3500,450,single,4200
MGP15,90x45,450,sheet,3000,450,single,4200
MGP15,90x45,450,sheet,2500,450,single,4200
MGP15,90x45,450,sheet,2000,450,single,4200
MGP15,90x45,450,sheet,1500,450,single,4200
MGP15,90x45,450,sheet,1000,450,single,4200
MGP15,90x45,450,sheet,500,450,single,4200
MGP15,90x45,450,sheet,0,450,single,4200
MGP15,2/90x35,450,sheet,7500,450,single,4800
MGP15,2/90x35,450,sheet,7000,450,single,4800
MGP15,2/90x35,450,sheet,6500,450,single,4800
MGP15,2/90x35,450,sheet,6000,450,single,4800
MGP15,2/90x35,450,sheet,5500,450,single,4800
MGP15,2/90x35,450,sheet,5000,450,single,4800
MGP15,2/90x35,450,sheet,4500,450,single,4800
MGP15,2/90x35,450,sheet,4000,450,single,4800
MGP15,2/90x35,450,sheet,3500,450,single,4800
MGP15,2/90x35,450,sheet,3000,450,single,4800
MGP15,2/90x35,450,sheet,2500,450,single,4800
MGP15,2/90x35,450,sheet,2000,450,single,4800
MGP15,2/90x35,450,sheet,1500,450,single,4800
MGP15,2/90x35,450,sheet,1000,450,single,4800
MGP15,2/90x35,450,sheet,500,450,single,4800
MGP15,2/90x35,450,sheet,0,450,single,4800
MGP15,2/90x45,450,sheet,7500,450,single,4800
MGP15,2/90x45,450,sheet,7000,450,single,4800
MGP15,2/90x45,450,sheet,6500,450,single,4800
MGP15,2/90x45,450,sheet,6000,450,single,4800
MGP15,2/90x45,450,sheet,5500,450,single,4800
MGP15,2/90x45,450,sheet,5000,450,single,4800
MGP15,2/90x45,450,sheet,4500,450,single,4800
MGP15,2/90x45,450,sheet,4000,450,single,4800
MGP15,2/90x45,450,sheet,3500,450,single,4800
MGP15,2/90x45,450,sheet,3000,450,single,4800
MGP15,2/90x45,450,sheet,2500,450,single,4800
MGP15,2/90x45,450,sheet,2000,450,single,4800
MGP15,2/90x45,450,sheet,1500,450,single,4800
MGP15,2/90x45,450,sheet,1000,450,single,4800
MGP15,2/90x45,450,sheet,500,450,single,4800
MGP15,2/90x45,450,sheet,0,450,single,4800
MGP15,70x35,600,sheet,7500,450,single,3000
MGP15,70x35,600,sheet,7000,450,single,3000
MGP15,70x35,600,sheet,6500,450,single,3000
MGP15,70x35,600,sheet,6000,450,single,3000
MGP15,70x35,600,sheet,5500,450,single,3000
MGP15,70x35,600,sheet,5000,450,single,3000
MGP15,70x35,600,sheet,4500,450,single,3000
MGP15,70x35,600,sheet,4000,450,single,3000
MGP15,70x35,600,sheet,3500,450,single,3000
MGP15,70x35,600,sheet,3000,450,single,3000
MGP15,70x35,600,sheet,2500,450,single,3000
MGP15,70x35,600,sheet,2000,450,single,3000
MGP15,70x35,600,sheet,1500,450,single,3000
MGP15,70x35,600,sheet,1000,450,single,3000
MGP15,70x35,600,sheet,500,450,single,3000
MGP15,70x35,600,sheet,0,450,single,3000
MGP15,70x45,600,sheet,7500,450,single,3600
MGP15,70x45,600,sheet,7000,450,single,3600
MGP15,70x45,600,sheet,6500,450,single,3600
MGP15,70x45,600,sheet,6000,450,single,3600
MGP15,70x45,600,sheet,5500,450,single,3600
MGP15,70x45,600,sheet,5000,450,single,3600
MGP15,70x45,600,sheet,4500,450,single,3600
MGP15,70x45,600,sheet,4000,450,single,3600
MGP15,70x45,600,sheet,3500,450,single,3600
MGP15,70x45,600,sheet,3000,450,single,3600
MGP15,70x45,600,sheet,2500,450,single,3600
MGP15,70x45,600,sheet,2000,450,single,3600
MGP15,70x45,600,sheet,1500,450,single,3600
MGP15,70x45,600,sheet,1000,450,single,3600
MGP15,70x45,600,sheet,500,450,single,3600
MGP15,70x45,600,sheet,0,450,single,3600
MGP15,2/70x35,600,sheet,7500,450,single,3600
MGP15,2/70x35,600,sheet,7000,450,single,3600
MGP15,2/70x35,600,sheet,6500,450,single,3600
MGP15,2/70x35,600,sheet,6000,450,single,3600
MGP15,2/70x35,600,sheet,5500,450,single,3600
MGP15,2/70x35,600,sheet,5000,450,single,3600
MGP15,2/70x35,600,sheet,4500,450,single,3600
MGP15,2/70x35,600,sheet,4000,450,single,3600
MGP15,2/70x35,600,sheet,3500,450,single,3600
MGP15,2/70x35,600,sheet,3000,450,single,3600
MGP15,2/70x35,600,sheet,2500,450,single,3600
MGP15,2/70x35,600,sheet,2000,450,single,3600
MGP15,2/70x35,600,sheet,1500,450,single,3600
MGP15,2/70x35,600,sheet,1000,450,single,3600
MGP15,2/70x35,600,sheet,500,450,single,3600
MGP15,2/70x35,600,sheet,0,450,single,3600
MGP15,2/70x45,600,sheet,7500,450,single,4200
MGP15,2/70x45,600,sheet,7000,450,single,4200
MGP15,2/70x45,600,sheet,6500,450,single,4200
MGP15,2/70x45,600,sheet,6000,450,single,4200
MGP15,2/70x45,600,sheet,5500,450,single,4200
MGP15,2/70x45,600,sheet,5000,450,single,4200
MGP15,2/70x45,600,sheet,4500,450,single,4200
MGP15,2/70x45,600,sheet,4000,450,single,4200
MGP15,2/70x45,600,sheet,3500,450,single,4200
MGP15,2/70x45,600,sheet,3000,450,single,4200
MGP15,2/70x45,600,sheet,2500,450,single,4200
MGP15,2/70x45,600,sheet,2000,450,single,4200
MGP15,2/70x45,600,sheet,1500,450,single,4200
MGP15,2/70x45,600,sheet,1000,450,single,4200
MGP15,2/70x45,600,sheet,500,450,single,4200
MGP15,2/70x45,600,sheet,0,450,single,4200
MGP15,90x35,600,sheet,7500,450,single,3600
MGP15,90x35,600,sheet,7000,450,single,3600
MGP15,90x35,600,sheet,6500,450,single,3600
MGP15,90x35,600,sheet,6000,450,single,3600
MGP15,90x35,600,sheet,5500,450,single,3600
MGP15,90x35,600,sheet,5000,450,single,3600
MGP15,90x35,600,sheet,4500,450,single,3600
MGP15,90x35,600,sheet,4000,450,single,3600
MGP15,90x35,600,sheet,3500,450,single,3600
MGP15,90x35,600,sheet,3000,450,single,3600
MGP15,90x35,600,sheet,2500,450,single,3600
MGP15,90x35,600,sheet,2000,450,single,3600
MGP15,90x35,600,sheet,1500,450,single,3600
MGP15,90x35,600,sheet,1000,450,single,3600
MGP15,90x35,600,sheet,500,450,single,3600
MGP15,90x35,600,sheet,0,450,single,3600
MGP15,90x45,600,sheet,7500,450,single,4200
MGP15,90x45,600,sheet,7000,450,single,4200
MGP15,90x45,600,sheet,6500,450,single,4200
MGP15,90x45,600,sheet,6000,450,single,4200
MGP15,90x45,600,sheet,5500,450,single,4200
MGP15,90x45,600,sheet,5000,450,single,4200
MGP15,90x45,600,sheet,4500,450,single,4200
MGP15,90x45,600,sheet,4000,450,single,4200
MGP15,90x45,600,sheet,3500,450,single,4200
MGP15,90x45,600,sheet,3000,450,single,4200
MGP15,90x45,600,sheet,2500,450,single,4200
MGP15,90x45,600,sheet,2000,450,single,4200
MGP15,90x45,600,sheet,1500,450,single,4200
MGP15,90x45,600,sheet,1000,450,single,4200
MGP15,90x45,600,sheet,500,450,single,4200
MGP15,90x45,600,sheet,0,450,single,4200
MGP15,2/90x35,600,sheet,7500,450,single,4800
MGP15,2/90x35,600,sheet,7000,450,single,4800
MGP15,2/90x35,600,sheet,6500,450,single,4800
MGP15,2/90x35,600,sheet,6000,450,single,4800
MGP15,2/90x35,600,sheet,5500,450,single,4800
MGP15,2/90x35,600,sheet,5000,450,single,4800
MGP15,2/90x35,600,sheet,4500,450,single,4800
MGP15,2/90x35,600,sheet,4000,450,single,4800
MGP15,2/90x35,600,sheet,3500,450,single,4800
MGP15,2/90x35,600,sheet,3000,450,single,4800
MGP15,2/90x35,600,sheet,2500,450,single,4800
MGP15,2/90x35,600,sheet,2000,450,single,4800
MGP15,2/90x35,600,sheet,1500,450,single,4800
MGP15,2/90x35,600,sheet,1000,450,single,4800
MGP15,2/90x35,600,sheet,500,450,single,4800
MGP15,2/90x35,600,sheet,0,450,single,4800
MGP15,2/90x45,600,sheet,7500,450,single,4800
MGP15,2/90x45,600,sheet,7000,450,single,4800
MGP15,2/90x45,600,sheet,6500,450,single,4800
MGP15,2/90x45,600,sheet,6000,450,single,4800
MGP15,2/90x45,600,sheet,5500,450,single,4800
MGP15,2/90x45,600,sheet,5000,450,single,4800
MGP15,2/90x45,600,sheet,4500,450,single,4800
MGP15,2/90x45,600,sheet,4000,450,single,4800
MGP15,2/90x45,600,sheet,3500,450,single,4800
MGP15,2/90x45,600,sheet,3000,450,single,4800
MGP15,2/90x45,600,sheet,2500,450,single,4800
MGP15,2/90x45,600,sheet,2000,450,single,4800
MGP15,2/90x45,600,sheet,1500,450,single,4800
MGP15,2/90x45,600,sheet,1000,450,single,4800
MGP15,2/90x45,600,sheet,500,450,single,4800
MGP15,2/90x45,600,sheet,0,450,single,4800
MGP15,70x35,900,sheet,7500,450,single,3000
MGP15,70x35,900,sheet,7000,450,single,3000
MGP15,70x35,900,sheet,6500,450,single,3000
MGP15,70x35,900,sheet,6000,450,single,3000
MGP15,70x35,900,sheet,5500,450,single,3000
MGP15,70x35,900,sheet,5000,450,single,3000
MGP15,70x35,900,sheet,4500,450,single,3000
MGP15,70x35,900,sheet,4000,450,single,3000
MGP15,70x35,900,sheet,3500,450,single,3000
MGP15,70x35,900,sheet,3000,450,single,3000
MGP15,70x35,900,sheet,2500,450,single,3000
MGP15,70x35,900,sheet,2000,450,single,3000
MGP15,70x35,900,sheet,1500,450,single,3000
MGP15,70x35,900,sheet,1000,450,single,3000
MGP15,70x35,900,sheet,500,450,single,3000
MGP15,70x35,900,sheet,0,450,single,3000
MGP15,70x45,900,sheet,7500,450,single,3600
MGP15,70x45,900,sheet,7000,450,single,3600
MGP15,70x45,900,sheet,6500,450,single,3600
MGP15,70x45,900,sheet,6000,450,single,3600
MGP15,70x45,900,sheet,5500,450,single,3600
MGP15,70x45,900,sheet,5000,450,single,3600
MGP15,70x45,900,sheet,4500,450,single,3600
MGP15,70x45,900,sheet,4000,450,single,3600
MGP15,70x45,900,sheet,3500,450,single,3600
MGP15,70x45,900,sheet,3000,450,single,3600
MGP15,70x45,900,sheet,2500,450,single,3600
MGP15,70x45,900,sheet,2000,450,single,3600
MGP15,70x45,900,sheet,1500,450,single,3600
MGP15,70x45,900,sheet,1000,450,single,3600
MGP15,70x45,900,sheet,500,450,single,3600
MGP15,70x45,900,sheet,0,450,single,3600
MGP15,2/70x35,900,sheet,7500,450,single,3600
MGP15,2/70x35,900,sheet,7000,450,single,3600
MGP15,2/70x35,900,sheet,6500,450,single,3600
MGP15,2/70x35,900,sheet,6000,450,single,3600
MGP15,2/70x35,900,sheet,5500,450,single,3600
MGP15,2/70x35,900,sheet,5000,450,single,3600
MGP15,2/70x35,900,sheet,4500,450,single,3600
MGP15,2/70x35,900,sheet,4000,450,single,3600
MGP15,2/70x35,900,sheet,3500,450,single,3600
MGP15,2/70x35,900,sheet,3000,450,single,3600
MGP15,2/70x35,900,sheet,2500,450,single,3600
MGP15,2/70x35,900,sheet,2000,450,single,3600
MGP15,2/70x35,900,sheet,1500,450,single,3600
MGP15,2/70x35,900,sheet,1000,450,single,3600
MGP15,2/70x35,900,sheet,500,450,single,3600
MGP15,2/70x35,900,sheet,0,450,single,3600
MGP15,2/70x45,900,sheet,7500,450,single,4200
MGP15,2/70x45,900,sheet,7000,450,single,4200
MGP15,2/70x45,900,sheet,6500,450,single,4200
MGP15,2/70x45,900,sheet,6000,450,single,4200
MGP15,2/70x45,900,sheet,5500,450,single,4200
MGP15,2/70x45,900,sheet,5000,450,single,4200
MGP15,2/70x45,900,sheet,4500,450,single,4200
MGP15,2/70x45,900,sheet,4000,450,single,4200
MGP15,2/70x45,900,sheet,3500,450,single,4200
MGP15,2/70x45,900,sheet,3000,450,single,4200
MGP15,2/70x45,900,sheet,2500,450,single,4200
MGP15,2/70x45,900,sheet,2000,450,single,4200
MGP15,2/70x45,900,sheet,1500,450,single,4200
MGP15,2/70x45,900,sheet,1000,450,single,4200
MGP15,2/70x45,900,sheet,500,450,single,4200
MGP15,2/70x45,900,sheet,0,450,single,4200
MGP15,90x35,900,sheet,7500,450,single,3600
MGP15,90x35,900,sheet,7000,450,single,3600
MGP15,90x35,900,sheet,6500,450,single,3600
MGP15,90x35,900,sheet,6000,450,single,3600
MGP15,90x35,900,sheet,5500,450,single,3600
MGP15,90x35,900,sheet,5000,450,single,3600
MGP15,90x35,900,sheet,4500,450,single,3600
MGP15,90x35,900,sheet,4000,450,single,3600
MGP15,90x35,900,sheet,3500,450,single,3600
MGP15,90x35,900,sheet,3000,450,single,3600
MGP15,90x35,900,sheet,2500,450,single,3600
MGP15,90x35,900,sheet,2000,450,single,3600
MGP15,90x35,900,sheet,1500,450,single,3600
MGP15,90x35,900,sheet,1000,450,single,3600
MGP15,90x35,900,sheet,500,450,single,3600
MGP15,90x35,900,sheet,0,450,single,3600
MGP15,90x45,900,sheet,7500,450,single,4200
MGP15,90x45,900,sheet,7000,450,single,4200
MGP15,90x45,900,sheet,6500,450,single,4200
MGP15,90x45,900,sheet,6000,450,single,4200
MGP15,90x45,900,sheet,5500,450,single,4200
MGP15,90x45,900,sheet,5000,450,single,4200
MGP15,90x45,900,sheet,4500,450,single,4200
MGP15,90x45,900,sheet,4000,450,single,4200
MGP15,90x45,900,sheet,3500,450,single,4200
MGP15,90x45,900,sheet,3000,450,single,4200
MGP15,90x45,900,sheet,2500,450,single,4200
MGP15,90x45,900,sheet,2000,450,single,4200
MGP15,90x45,900,sheet,1500,450,single,4200
MGP15,90x45,900,sheet,1000,450,single,4200
MGP15,90x45,900,sheet,500,450,single,4200
MGP15,90x45,900,sheet,0,450,single,4200
MGP15,2/90x35,900,sheet,7500,450,single,4800
MGP15,2/90x35,900,sheet,7000,450,single,4800
MGP15,2/90x35,900,sheet,6500,450,single,4800
MGP15,2/90x35,900,sheet,6000,450,single,4800
MGP15,2/90x35,900,sheet,5500,450,single,4800
MGP15,2/90x35,900,sheet,5000,450,single,4800
MGP15,2/90x35,900,sheet,4500,450,single,4800
MGP15,2/90x35,900,sheet,4000,450,single,4800
MGP15,2/90x35,900,sheet,3500,450,single,4800
MGP15,2/90x35,900,sheet,3000,450,single,4800
MGP15,2/90x35,900,sheet,2500,450,single,4800
MGP15,2/90x35,900,sheet,2000,450,single,4800
MGP15,2/90x35,900,sheet,1500,450,single,4800
MGP15,2/90x35,900,sheet,1000,450,single,4800
MGP15,2/90x35,900,sheet,500,450,single,4800
MGP15,2/90x35,900,sheet,0,450,single,4800
MGP15,2/90x45,900,sheet,7500,450,single,4800
MGP15,2/90x45,900,sheet,7000,450,single,4800
MGP15,2/90x45,900,sheet,6500,450,single,4800
MGP15,2/90x45,900,sheet,6000,450,single,4800
MGP15,2/90x45,900,sheet,5500,450,single,4800
MGP15,2/90x45,900,sheet,5000,450,single,4800
MGP15,2/90x45,900,sheet,4500,450,single,4800
MGP15,2/90x45,900,sheet,4000,450,single,4800
MGP15,2/90x45,900,sheet,3500,450,single,4800
MGP15,2/90x45,900,sheet,3000,450,single,4800
MGP15,2/90x45,900,sheet,2500,450,single,4800
MGP15,2/90x45,900,sheet,2000,450,single,4800
MGP15,2/90x45,900,sheet,1500,450,single,4800
MGP15,2/90x45,900,sheet,1000,450,single,4800
MGP15,2/90x45,900,sheet,500,450,single,4800
MGP15,2/90x45,900,sheet,0,450,single,4800
MGP15,70x35,1200,sheet,7500,450,single,3000
MGP15,70x35,1200,sheet,7000,450,single,3000
MGP15,70x35,1200,sheet,6500,450,single,3000
MGP15,70x35,1200,sheet,6000,450,single,3000
MGP15,70x35,1200,sheet,5500,450,single,3000
MGP15,70x35,1200,sheet,5000,450,single,3000
MGP15,70x35,1200,sheet,4500,450,single,3000
MGP15,70x35,1200,sheet,4000,450,single,3000
MGP15,70x35,1200,sheet,3500,450,single,3000
MGP15,70x35,1200,sheet,3000,450,single,3000
MGP15,70x35,1200,sheet,2500,450,single,3000
MGP15,70x35,1200,sheet,2000,450,single,3000
MGP15,70x35,1200,sheet,1500,450,single,3000
MGP15,70x35,1200,sheet,1000,450,single,3000
MGP15,70x35,1200,sheet,500,450,single,3000
MGP15,70x35,1200,sheet,0,450,single,3000
MGP15,70x45,1200,sheet,7500,450,single,3000
MGP15,70x45,1200,sheet,7000,450,single,3000
MGP15,70x45,1200,sheet,6500,450,single,3000
MGP15,70x45,1200,sheet,6000,450,single,3600
MGP15,70x45,1200,sheet,5500,450,single,3600
MGP15,70x45,1200,sheet,5000,450,single,3600
MGP15,70x45,1200,sheet,4500,450,single,3600
MGP15,70x45,1200,sheet,4000,450,single,3600
MGP15,70x45,1200,sheet,3500,450,single,3600
MGP15,70x45,1200,sheet,3000,450,single,3600
MGP15,70x45,1200,sheet,2500,450,single,3600
MGP15,70x45,1200,sheet,2000,450,single,3600
MGP15,70x45,1200,sheet,1500,450,single,3600
MGP15,70x45,1200,sheet,1000,450,single,3600
MGP15,70x45,1200,sheet,500,450,single,3600
MGP15,70x45,1200,sheet,0,450,single,3600
MGP15,2/70x35,1200,sheet,7500,450,single,3600
MGP15,2/70x35,1200,sheet,7000,450,single,3600
MGP15,2/70x35,1200,sheet,6500,450,single,3600
MGP15,2/70x35,1200,sheet,6000,450,single,3600
MGP15,2/70x35,1200,sheet,5500,450,single,3600
MGP15,2/70x35,1200,sheet,5000,450,single,3600
MGP15,2/70x35,1200,sheet,4500,450,single,3600
MGP15,2/70x35,1200,sheet,4000,450,single,3600
MGP15,2/70x35,1200,sheet,3500,450,single,3600
MGP15,2/70x35,1200,sheet,3000,450,single,3600
MGP15,2/70x35,1200,sheet,2500,450,single,3600
MGP15,2/70x35,1200,sheet,2000,450,single,3600
MGP15,2/70x35,1200,sheet,1500,450,single,3600
MGP15,2/70x35,1200,sheet,1000,450,single,3600
MGP15,2/70x35,1200,sheet,500,450,single,3600
MGP15,2/70x35,1200,sheet,0,450,single,3600
MGP15,2/70x45,1200,sheet,7500,450,single,4200
MGP15,2/70x45,1200,sheet,7000,450,single,4200
MGP15,2/70x45,1200,sheet,6500,450,single,4200
MGP15,2/70x45,1200,sheet,6000,450,single,4200
MGP15,2/70x45,1200,sheet,5500,450,single,4200
MGP15,2/70x45,1200,sheet,5000,450,single,4200
MGP15,2/70x45,1200,sheet,4500,450,single,4200
MGP15,2/70x45,1200,sheet,4000,450,single,4200
MGP15,2/70x45,1200,sheet,3500,450,single,4200
MGP15,2/70x45,1200,sheet,3000,450,single,4200
MGP15,2/70x45,1200,sheet,2500,450,single,4200
MGP15,2/70x45,1200,sheet,2000,450,single,4200
MGP15,2/70x45,1200,sheet,1500,450,single,4200
MGP15,2/70x45,1200,sheet,1000,450,single,4200
MGP15,2/70x45,1200,sheet,500,450,single,4200
MGP15,2/70x45,1200,sheet,0,450,single,4200
MGP15,90x35,1200,sheet,7500,450,single,3600
MGP15,90x35,1200,sheet,7000,450,single,3600
MGP15,90x35,1200,sheet,6500,450,single,3600
MGP15,90x35,1200,sheet,6000,450,single,3600
MGP15,90x35,1200,sheet,5500,450,single,3600
MGP15,90x35,1200,sheet,5000,450,single,3600
MGP15,90x35,1200,sheet,4500,450,single,3600
MGP15,90x35,1200,sheet,4000,450,single,3600
MGP15,90x35,1200,sheet,3500,450,single,3600
MGP15,90x35,1200,sheet,3000,450,single,3600
MGP15,90x35,1200,sheet,2500,450,single,3600
MGP15,90x35,1200,sheet,2000,450,single,3600
MGP15,90x35,1200,sheet,1500,450,single,3600
MGP15,90x35,1200,sheet,1000,450,single,3600
MGP15,90x35,1200,sheet,500,450,single,3600
MGP15,90x35,1200,sheet,0,450,single,3600
MGP15,90x45,1200,sheet,7500,450,single,4200
MGP15,90x45,1200,sheet,7000,450,single,4200
MGP15,90x45,1200,sheet,6500,450,single,4200
MGP15,90x45,1200,sheet,6000,450,single,4200
MGP15,90x45,1200,sheet,5500,450,single,4200
MGP15,90x45,1200,sheet,5000,450,single,4200
MGP15,90x45,1200,sheet,4500,450,single,4200
MGP15,90x45,1200,sheet,4000,450,single,4200
MGP15,90x45,1200,sheet,3500,450,single,4200
MGP15,90x45,1200,sheet,3000,450,single,4200
MGP15,90x45,1200,sheet,2500,450,single,4200
MGP15,90x45,1200,sheet,2000,450,single,4200
MGP15,90x45,1200,sheet,1500,450,single,4200
MGP15,90x45,1200,sheet,1000,450,single,4200
MGP15,90x45,1200,sheet,500,450,single,4200
MGP15,90x45,1200,sheet,0,450,single,4200
MGP15,2/90x35,1200,sheet,7500,450,single,4800
MGP15,2/90x35,1200,sheet,7000,450,single,4800
MGP15,2/90x35,1200,sheet,6500,450,single,4800
MGP15,2/90x35,1200,sheet,6000,450,single,4800
MGP15,2/90x35,1200,sheet,5500,450,single,4800
MGP15,2/90x35,1200,sheet,5000,450,single,4800
MGP15,2/90x35,1200,sheet,4500,450,single,4800
MGP15,2/90x35,1200,sheet,4000,450,single,4800
MGP15,2/90x35,1200,sheet,3500,450,single,4800
MGP15,2/90x35,1200,sheet,3000,450,single,4800
MGP15,2/90x35,1200,sheet,2500,450,single,4800
MGP15,2/90x35,1200,sheet,2000,450,single,4800
MGP15,2/90x35,1200,sheet,1500,450,single,4800
MGP15,2/90x35,1200,sheet,1000,450,single,4800
MGP15,2/90x35,1200,sheet,500,450,single,4800
MGP15,2/90x35,1200,sheet,0,450,single,4800
MGP15,2/90x45,1200,sheet,7500,450,single,4800
MGP15,2/90x45,1200,sheet,7000,450,single,4800
MGP15,2/90x45,1200,sheet,6500,450,single,4800
MGP15,2/90x45,1200,sheet,6000,450,single,4800
MGP15,2/90x45,1200,sheet,5500,450,single,4800
MGP15,2/90x45,1200,sheet,5000,450,single,4800
MGP15,2/90x45,1200,sheet,4500,450,single,4800
MGP15,2/90x45,1200,sheet,4000,450,single,4800
MGP15,2/90x45,1200,sheet,3500,450,single,4800
MGP15,2/90x45,1200,sheet,3000,450,single,4800
MGP15,2/90x45,1200,sheet,2500,450,single,4800
MGP15,2/90x45,1200,sheet,2000,450,single,4800
MGP15,2/90x45,1200,sheet,1500,450,single,4800
MGP15,2/90x45,1200,sheet,1000,450,single,4800
MGP15,2/90x45,1200,sheet,500,450,single,4800
MGP15,2/90x45,1200,sheet,0,450,single,4800
MGP15,70x35,450,tile,7500,450,single,3000
MGP15,70x35,450,tile,7000,450,single,3000
MGP15,70x35,450,tile,6500,450,single,3000
MGP15,70x35,450,tile,6000,450,single,3000
MGP15,70x35,450,tile,5500,450,single,3000
MGP15,70x35,450,tile,5000,450,single,3000
MGP15,70x35,450,tile,4500,450,single,3000
MGP15,70x35,450,tile,4000,450,single,3000
MGP15,70x35,450,tile,3500,450,single,3000
MGP15,70x35,450,tile,3000,450,single,3000
MGP15,70x35,450,tile,2500,450,single,3000
MGP15,70x35,450,tile,2000,450,single,3000
MGP15,70x35,450,tile,1500,450,single,3000
MGP15,70x35,450,tile,1000,450,single,3000
MGP15,70x35,450,tile,500,450,single,3000
MGP15,70x35,450,tile,0,450,single,3000
MGP15,70x45,450,tile,7500,450,single,3600
MGP15,70x45,450,tile,7000,450,single,3600
MGP15,70x45,450,tile,6500,450,single,3600
MGP15,70x45,450,tile,6000,450,single,3600
MGP15,70x45,450,tile,5500,450,single,3600
MGP15,70x45,450,tile,5000,450,single,3600
MGP15,70x45,450,tile,4500,450,single,3600
MGP15,70x45,450,tile,4000,450,single,3600
MGP15,70x45,450,tile,3500,450,single,3600
MGP15,70x45,450,tile,3000,450,single,3600
MGP15,70x45,450,tile,2500,450,single,3600
MGP15,70x45,450,tile,2000,450,single,3600
MGP15,70x45,450,tile,1500,450,single,3600
MGP15,70x45,450,tile,1000,450,single,3600
MGP15,70x45,450,tile,500,450,single,3600
MGP15,70x45,450,tile,0,450,single,3600
MGP15,2/70x35,450,tile,7500,450,single,3600
